url,name
https://developer.apple.com/documentation/SiriKitCloudMedia,SiriKit Cloud Media
https://developer.apple.com/documentation/SKAdNetworkforWebAds,SKAdNetwork for Web Ads
https://developer.apple.com/documentation/IdentityLookup,SMS and Call Reporting
https://developer.apple.com/documentation/Social,Social
https://developer.apple.com/documentation/SoundAnalysis,Sound Analysis
https://developer.apple.com/documentation/Spatial,Spatial
https://developer.apple.com/documentation/Speech,Speech
https://developer.apple.com/documentation/SpriteKit,SpriteKit
https://developer.apple.com/documentation/StoreKit,StoreKit
https://developer.apple.com/documentation/StoreKitTest,StoreKit Test
https://developer.apple.com/documentation/Swift,Swift
https://developer.apple.com/documentation/Charts,Swift Charts
https://developer.apple.com/documentation/Xcode/swift-packages,Swift packages
https://developer.apple.com/documentation/swift-playgrounds,Swift Playgrounds
https://developer.apple.com/documentation/Testing,Swift Testing
https://developer.apple.com/documentation/SwiftData,SwiftData
https://developer.apple.com/documentation/SwiftUI,SwiftUI
https://developer.apple.com/documentation/Symbols,Symbols
https://developer.apple.com/documentation/Synchronization,Synchronization
https://developer.apple.com/documentation/System,System
https://developer.apple.com/documentation/SystemConfiguration,System Configuration
https://developer.apple.com/documentation/SystemExtensions,System Extensions
https://developer.apple.com/documentation/TabletopKit,TabletopKit
https://developer.apple.com/documentation/TabularData,Tabular Data
https://developer.apple.com/documentation/TechnologyOverviews,Technology Overviews
https://developer.apple.com/documentation/Technotes,Technotes
https://developer.apple.com/documentation/TelephonyMessagingKit,TelephonyMessagingKit
https://developer.apple.com/documentation/ThreadNetwork,Thread Network
https://developer.apple.com/documentation/TipKit,TipKit
https://developer.apple.com/documentation/TouchController,Touch Controller
https://developer.apple.com/documentation/Translation,Translation
https://developer.apple.com/documentation/TranslationUIProvider,TranslationUIProvider
https://developer.apple.com/documentation/TVServices,TV Services
https://developer.apple.com/documentation/TVML,TVML
https://developer.apple.com/documentation/TVMLKit,TVMLKit
https://developer.apple.com/documentation/tvmljs,TVMLKit JS
https://developer.apple.com/documentation/tvos-release-notes,tvOS Release Notes
https://developer.apple.com/documentation/TVUIKit,TVUIKit
https://developer.apple.com/documentation/UIKit,UIKit
https://developer.apple.com/documentation/UniformTypeIdentifiers,Uniform Type Identifiers
https://developer.apple.com/documentation/Updates,Updates
https://developer.apple.com/documentation/USBDriverKit,USBDriverKit
https://developer.apple.com/documentation/USBSerialDriverKit,USBSerialDriverKit
https://developer.apple.com/documentation/USD,USD
https://developer.apple.com/documentation/UserNotifications,User Notifications
https://developer.apple.com/documentation/UserNotificationsUI,User Notifications UI
https://developer.apple.com/documentation/VideoSubscriberAccount,Video Subscriber Account
https://developer.apple.com/documentation/VideoToolbox,Video Toolbox
https://developer.apple.com/documentation/Virtualization,Virtualization
https://developer.apple.com/documentation/Vision,Vision
https://developer.apple.com/documentation/VisionKit,VisionKit
https://developer.apple.com/documentation/visionOS,visionOS
https://developer.apple.com/documentation/visionos-release-notes,visionOS Release Notes
https://developer.apple.com/documentation/VisualIntelligence,Visual Intelligence
https://developer.apple.com/documentation/vmnet,vmnet
https://developer.apple.com/documentation/WalletOrders,Wallet Orders
https://developer.apple.com/documentation/WalletPasses,Wallet Passes
https://developer.apple.com/documentation/WatchConnectivity,Watch Connectivity
https://developer.apple.com/documentation/WatchKit,WatchKit
https://developer.apple.com/documentation/watchOS-Apps,watchOS apps
https://developer.apple.com/documentation/watchos-release-notes,watchOS Release Notes
https://developer.apple.com/documentation/WeatherKit,WeatherKit
https://developer.apple.com/documentation/WeatherKitRESTAPI,WeatherKit REST API
https://developer.apple.com/documentation/WebKit,WebKit
https://developer.apple.com/documentation/webkitjs,WebKit JS
https://developer.apple.com/documentation/WiFiAware,Wi-Fi Aware
https://developer.apple.com/documentation/WiFiInfrastructure,Wi-Fi Infrastructure
https://developer.apple.com/documentation/WidgetKit,WidgetKit
https://developer.apple.com/documentation/WirelessInsights,WirelessInsights
https://developer.apple.com/documentation/WorkoutKit,WorkoutKit
https://developer.apple.com/documentation/Xcode,Xcode
https://developer.apple.com/documentation/Xcode/Xcode-Cloud,Xcode Cloud
https://developer.apple.com/documentation/Xcode-Release-Notes,Xcode Release Notes
https://developer.apple.com/documentation/XcodeKit,XcodeKit
https://developer.apple.com/documentation/xcselect,xcselect
https://developer.apple.com/documentation/XCTest,XCTest
https://developer.apple.com/documentation/XCUIAutomation,XCUIAutomation
https://developer.apple.com/documentation/XPC,XPC
